assistedflash,assister_name,assister_steamid,attacker_name,attacker_steamid,attackerblind,attackerinair,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,thrusmoke,tick,user_name,user_steamid,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe,match
False,,,MAJ3R,7.65611979674329e+16,False,False,6.733379,16,111,0,True,head,False,False,0,0,False,72009,frozen,76561198068422762,ak47,17293822569114501127,44121886366.0,,0,aurora-vs-faze-m2-train
False,,,broky,7.65611982016205e+16,False,False,34.207478,16,78,0,True,head,False,False,0,0,False,72237,MAJ3R,76561197967432889,m4a1_silencer,17293822569179119676,44892306957.0,,0,aurora-vs-faze-m2-train
False,,,XANTARES,7.65611980441188e+16,False,False,35.112404,0,26,0,False,right_leg,False,False,0,0,False,72253,broky,76561198201620490,ak47,17293822569114501127,16140956420.0,,0,aurora-vs-faze-m2-train
False,,,karrigan,7.656119798943026e+16,False,False,23.164234,4,20,0,False,chest,False,False,0,0,False,76127,woxic,76561198083485506,famas,17293822569137373194,8717710150.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,6.5881815,0,142,0,True,head,False,False,0,0,False,76247,Twistzz,76561198016255205,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,10.027825,0,142,0,True,head,False,False,0,0,False,76422,rain,76561197997351207,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m2-train
False,,,karrigan,7.656119798943026e+16,False,False,13.097287,17,81,0,True,head,False,False,0,0,False,76436,jottAAA,76561198410750263,famas,17293822569137373194,8717710150.0,,0,aurora-vs-faze-m2-train
False,,,XANTARES,7.65611980441188e+16,False,False,19.7286,1,110,0,False,chest,False,False,0,0,False,76597,karrigan,76561197989430253,awp,17293822569152249865,43945030315.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,15.732235,0,114,0,True,head,False,False,0,0,False,93862,broky,76561198201620490,elite,17293822569143664642,14072342322.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,18.777666,0,107,0,True,head,False,False,0,0,False,93916,rain,76561197997351207,elite,17293822569143664642,14072342322.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,12.91046,0,121,0,True,head,False,False,0,0,False,94383,karrigan,76561197989430253,elite,17293822569143664642,14072342322.0,,0,aurora-vs-faze-m2-train
False,,,karrigan,7.656119798943026e+16,False,False,12.900782,0,7,0,False,generic,False,False,0,0,False,94408,jottAAA,76561198410750263,inferno,,,,0,aurora-vs-faze-m2-train
False,,,frozen,7.656119806842277e+16,False,False,12.086024,0,35,0,False,chest,False,False,0,0,False,94444,MAJ3R,76561197967432889,p250,17293822569120464932,29129087146.0,,0,aurora-vs-faze-m2-train
False,,,Wicadia,7.656119881251392e+16,False,False,32.591675,0,110,0,True,head,False,False,0,0,False,97728,frozen,76561198068422762,usp_silencer,17293822569123217469,45787422827.0,,0,aurora-vs-faze-m2-train
False,,,XANTARES,7.65611980441188e+16,False,False,16.33359,0,124,0,True,head,False,False,0,0,False,97818,Twistzz,76561198016255205,usp_silencer,17293822569135734845,20861989282.0,,0,aurora-vs-faze-m2-train
False,,,XANTARES,7.65611980441188e+16,False,False,25.773996,0,33,0,False,chest,False,False,0,0,False,101297,karrigan,76561197989430253,m4a1_silencer,17293822569167192124,29725456983.0,,0,aurora-vs-faze-m2-train
False,,,XANTARES,7.65611980441188e+16,False,False,26.880821,0,33,0,False,chest,False,False,0,0,False,103105,frozen,76561198068422762,m4a1_silencer,17293822569167192124,29725456983.0,,0,aurora-vs-faze-m2-train
False,frozen,7.656119806842277e+16,Twistzz,7.65611980162552e+16,False,False,26.259258,5,138,0,True,head,False,False,0,0,False,103160,XANTARES,76561198044118796,deagle,17293822569165750273,23734905659.0,,0,aurora-vs-faze-m2-train
False,XANTARES,7.65611980441188e+16,Wicadia,7.656119881251392e+16,False,False,20.953554,0,27,0,False,generic,False,False,0,0,False,103611,rain,76561197997351207,hegrenade,,,,0,aurora-vs-faze-m2-train
False,XANTARES,7.65611980441188e+16,woxic,7.65611980834855e+16,False,False,30.796705,0,32,0,False,chest,False,False,0,0,False,103838,Twistzz,76561198016255205,m4a1_silencer,17293822569179840572,46271408179.0,,0,aurora-vs-faze-m2-train
False,,,woxic,7.65611980834855e+16,False,False,31.049246,0,40,0,False,stomach,False,False,0,0,False,103882,broky,76561198201620490,m4a1_silencer,17293822569179840572,46271408179.0,,0,aurora-vs-faze-m2-train
False,,,Wicadia,7.656119881251392e+16,True,False,7.1121325,19,89,0,True,head,False,False,0,0,True,107037,Twistzz,76561198016255205,m4a1_silencer,17293822569168306236,46563656854.0,,0,aurora-vs-faze-m2-train
False,,,Wicadia,7.656119881251392e+16,True,False,8.558252,19,89,0,True,head,False,False,0,0,True,107050,rain,76561197997351207,m4a1_silencer,17293822569168306236,46563656854.0,,0,aurora-vs-faze-m2-train
False,broky,7.65611982016205e+16,Twistzz,7.65611980162552e+16,False,False,9.253233,0,8,0,False,generic,False,False,0,0,False,107135,Wicadia,76561198812513923,inferno,,,,0,aurora-vs-faze-m2-train
False,,,karrigan,7.656119798943026e+16,False,False,19.042038,3,22,0,False,chest,False,False,0,0,False,108725,woxic,76561198083485506,galilar,17293822569118826509,23518074798.0,,0,aurora-vs-faze-m2-train
False,,,karrigan,7.656119798943026e+16,False,False,12.951982,3,23,0,False,chest,False,False,0,0,False,108949,XANTARES,76561198044118796,galilar,17293822569118826509,23518074798.0,,0,aurora-vs-faze-m2-train
False,woxic,7.65611980834855e+16,jottAAA,7.656119841075026e+16,False,False,12.84776,18,87,0,True,head,False,False,0,0,False,109236,karrigan,76561197989430253,m4a1_silencer,17293822569167192124,38669446202.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,15.320022,5,25,0,False,right_arm,False,False,0,0,False,109314,broky,76561198201620490,m4a1_silencer,17293822569167192124,38669446202.0,,0,aurora-vs-faze-m2-train
False,,,jottAAA,7.656119841075026e+16,False,False,24.106346,5,23,0,False,chest,False,False,0,0,False,110614,frozen,76561198068422762,m4a1_silencer,17293822569167192124,38669446202.0,,0,aurora-vs-faze-m2-train
False,,,xertioN,7.656119819317413e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,5,xertioN,76561198193174134,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,frozen,7.656119806842277e+16,False,False,0.0,6,101,0,False,chest,False,False,0,0,False,5,frozen,76561198068422762,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,Brollan,7.656119813882848e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,5,Brollan,76561198138828475,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,rain,7.65611979973512e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,5,rain,76561197997351207,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,karrigan,7.656119798943026e+16,False,False,0.0,0,101,0,False,chest,False,False,0,0,False,5,karrigan,76561197989430253,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,broky,7.65611982016205e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,5,broky,76561198201620490,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,Twistzz,7.65611980162552e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,5,Twistzz,76561198016255205,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,torzsi,7.656119835573922e+16,False,False,0.0,2,101,0,False,chest,False,False,0,0,False,5,torzsi,76561198355739212,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,Spinx,7.65611980633364e+16,False,False,0.0,15,101,0,False,head,False,False,0,0,False,5,Spinx,76561198063336407,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,Jimpphat,7.656119885537533e+16,False,False,0.0,0,101,0,False,chest,False,False,0,0,False,5,Jimpphat,76561198855375325,world,,,,0,mouz-vs-faze-m1-ancient-p2
False,,,Twistzz,7.65611980162552e+16,True,False,7.544075,5,104,0,True,head,False,False,0,0,False,2602,xertioN,76561198193174134,fiveseven,17293822569102704643,0.0,,0,mouz-vs-faze-m1-ancient-p2
False,broky,7.65611982016205e+16,Twistzz,7.65611980162552e+16,False,False,7.8930516,4,102,0,True,head,False,False,0,0,False,6987,Brollan,76561198138828475,fiveseven,17293822569102704643,0.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,karrigan,7.656119798943026e+16,False,False,24.984577,5,140,0,True,head,False,False,0,0,False,7241,Spinx,76561198063336407,deagle,17293822569117843457,26867699312.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,torzsi,7.656119835573922e+16,False,False,26.249697,0,115,0,True,head,False,False,0,0,False,7249,karrigan,76561197989430253,galilar,17293822569170731021,23110050693.0,,0,mouz-vs-faze-m1-ancient-p2
False,Brollan,7.656119813882848e+16,torzsi,7.656119835573922e+16,False,False,23.64468,15,108,0,True,head,False,False,0,0,True,9261,Twistzz,76561198016255205,ak47,17293822569150152711,44242811351.0,,0,mouz-vs-faze-m1-ancient-p2
False,torzsi,7.656119835573922e+16,Jimpphat,7.656119885537533e+16,False,False,12.444841,4,34,0,False,stomach,False,False,0,0,True,9274,rain,76561197997351207,ak47,17293822569188491271,45973947272.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,Jimpphat,7.656119885537533e+16,False,False,19.415087,0,139,0,True,head,False,False,0,0,True,9574,frozen,76561198068422762,ak47,17293822569188491271,45973947272.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,Jimpphat,7.656119885537533e+16,False,False,18.409153,0,140,0,True,head,False,False,0,0,True,9593,broky,76561198201620490,ak47,17293822569188491271,45973947272.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,Brollan,7.656119813882848e+16,False,False,8.113529,0,119,0,True,head,False,False,0,0,False,13735,karrigan,76561197989430253,galilar,17293822569169092621,35078963148.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,xertioN,7.656119819317413e+16,False,False,20.474089,0,139,0,True,head,False,False,0,0,False,16887,frozen,76561198068422762,ak47,17293822569188491271,45973947272.0,,0,mouz-vs-faze-m1-ancient-p2
False,xertioN,7.656119819317413e+16,Spinx,7.65611980633364e+16,False,False,25.332932,0,139,0,True,head,False,False,0,0,False,16958,rain,76561197997351207,ak47,17293822569150152711,44242811351.0,,0,mouz-vs-faze-m1-ancient-p2
False,xertioN,7.656119819317413e+16,torzsi,7.656119835573922e+16,False,False,15.478732,0,35,0,False,chest,False,False,0,0,False,16964,Twistzz,76561198016255205,ak47,17293822569191309319,46600814588.0,,0,mouz-vs-faze-m1-ancient-p2
False,torzsi,7.656119835573922e+16,Spinx,7.65611980633364e+16,False,False,28.573019,0,22,0,False,stomach,False,False,1,0,False,17102,broky,76561198201620490,ak47,17293822569150152711,44242811351.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,xertioN,7.656119819317413e+16,False,False,6.680826,4,27,0,False,chest,False,False,0,0,False,23281,frozen,76561198068422762,ak47,17293822569188491271,45973947272.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,Twistzz,7.65611980162552e+16,False,False,9.708273,5,26,0,False,chest,False,False,0,0,False,23300,xertioN,76561198193174134,m4a1_silencer,17293822569109651516,41487540675.0,,0,mouz-vs-faze-m1-ancient-p2
False,Brollan,7.656119813882848e+16,Jimpphat,7.656119885537533e+16,False,False,16.985239,3,27,0,False,chest,False,False,0,0,True,24108,Twistzz,76561198016255205,ak47,17293822569188491271,45973947272.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,Spinx,7.65611980633364e+16,False,False,25.980251,3,26,0,False,chest,False,False,0,0,False,24128,karrigan,76561197989430253,ak47,17293822569150152711,44242811351.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,rain,7.65611979973512e+16,False,False,24.622541,17,82,0,True,head,False,False,0,0,False,25130,Brollan,76561198138828475,m4a1_silencer,17293822569169354812,28991518422.0,,0,mouz-vs-faze-m1-ancient-p2
False,broky,7.65611982016205e+16,Twistzz,7.65611980162552e+16,False,False,36.83149,4,23,0,False,chest,False,False,0,0,False,34102,xertioN,76561198193174134,m4a1_silencer,17293822569109651516,41487540675.0,,0,mouz-vs-faze-m1-ancient-p2
False,,,torzsi,7.656119835573922e+16,False,False,36.225998,1,137,0,False,stomach,False,False,0,0,False,34553,rain,76561197997351207,awp,17293822569125249033,44092273201.0,,0,mouz-vs-faze-m1-ancient-p2
False,frozen,7.656119806842277e+16,karrigan,7.656119798943026e+16,False,False,22.970953,5,24,0,False,chest,False,False,0,0,False,34702,Brollan,76561198138828475,m4a1_silencer,17293822569179119676,44892306957.0,,0,mouz-vs-faze-m1-ancient-p2
